,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
123462,gdb_123463,C(C1CO1)C1=NNC=N1,5.13209,0.91208,0.86819,2.6022,69.91,-0.2557,0.0067,0.2624,1327.9275,0.12631,-434.066216,-434.058456,-434.057512,-434.100896,27.702
65830,gdb_65831,CC1(CNC(=O)N1)C#C,3.25472,1.15592,1.10998,3.7572,74.6,-0.2497,0.0316,0.2813,1155.819,0.136093,-418.025085,-418.016452,-418.015508,-418.058008,33.158
46751,gdb_46752,O=C1NCC2C3NC3C12,2.85445,1.79723,1.39996,4.4155,70.92,-0.2216,0.039,0.2606,940.6687,0.139546,-417.998229,-417.991358,-417.990414,-418.029532,27.476
459,gdb_460,CC1CN=CO1,6.95109,3.605,2.72215,1.8411,49.49,-0.246,0.0261,0.2721,504.1131,0.109554,-286.510514,-286.504912,-286.503968,-286.539796,19.819
92241,gdb_92242,CC1CC2NC3COC123,2.57739,1.7026,1.32145,0.6497,78.29,-0.2112,0.0623,0.2735,1047.1001,0.171955,-403.084664,-403.076826,-403.075882,-403.116814,31.22
77413,gdb_77414,CC1C2(C)C3CC3C12C,1.81199,1.6216,1.54677,0.281,89.9,-0.1955,0.0869,0.2824,1139.0531,0.204333,-351.089945,-351.080367,-351.079423,-351.123445,37.349
12977,gdb_12978,CC12OC1C=CC2=O,2.85625,2.7565,1.63811,3.2044,62.38,-0.2431,-0.0715,0.1716,776.8125,0.106626,-382.54594,-382.539057,-382.538112,-382.576818,25.857
129180,gdb_129181,N=C1NCC2=C1N=NN2,3.34997,1.68274,1.12944,7.4029,71.02,-0.2357,-0.0141,0.2216,988.2728,0.104998,-429.04266,-429.035979,-429.035035,-429.073677,25.821
65318,gdb_65319,CC1(CC1C#N)C1CN1,3.74454,1.01167,0.92258,3.903,80.97,-0.2571,0.0242,0.2813,1301.5044,0.159266,-382.047828,-382.03882,-382.037876,-382.081725,33.582
110056,gdb_110057,CCC1C(O)COC1C,2.14334,1.42878,1.06306,1.2701,80.99,-0.245,0.069,0.314,1261.8235,0.205723,-425.437826,-425.428004,-425.42706,-425.47282,37.061
117651,gdb_117652,CC(C)C(C)(O)CCO,2.63499,0.91728,0.80493,0.4118,85.03,-0.2572,0.0647,0.3219,1574.6005,0.225433,-426.628209,-426.61633,-426.615386,-426.665048,43.846
64979,gdb_64980,CC1(CC1)C(=O)OC=N,3.60919,1.01937,0.85193,1.3329,76.76,-0.2731,-0.0225,0.2506,1363.0305,0.14601,-439.113809,-439.104491,-439.103547,-439.14862,33.495
82934,gdb_82935,CC1C2CC3CC3C12C,2.03613,1.74311,1.43096,0.1805,88.4,-0.2318,0.0813,0.313,1104.9323,0.20725,-351.137123,-351.128581,-351.127637,-351.169474,34.844
124015,gdb_124016,C1NC2C1N1N=NC=C21,4.25658,1.5429,1.33005,3.9383,70.67,-0.2463,-0.0044,0.2419,930.8879,0.116537,-412.911915,-412.905666,-412.904722,-412.942766,24.314
61290,gdb_61291,CC(=O)CN(C)CC#N,3.86709,0.7638,0.73994,1.8257,77.26,-0.2457,-0.0294,0.2163,1560.4897,0.156069,-419.21981,-419.20927,-419.208326,-419.257011,36.029
66760,gdb_66761,OC12C3C4C3N(C14)C2=O,2.81388,2.16595,1.55451,5.0602,63.34,-0.2405,-0.0176,0.2229,831.1547,0.101097,-436.595985,-436.589499,-436.588555,-436.626651,26.038
27429,gdb_27430,Cc1cncnc(=O)n1,2.61983,1.75615,1.22375,5.1563,70.26,-0.2539,-0.1026,0.1514,996.7227,0.101309,-432.895848,-432.888286,-432.887342,-432.928001,27.562
7321,gdb_7322,CCCC(=O)C(=O)C,4.55818,1.02913,0.85711,0.2305,69.21,-0.2382,-0.0805,0.1577,1354.4395,0.149809,-384.984265,-384.974386,-384.973442,-385.020418,33.287
100503,gdb_100504,CC(=O)C(=O)C(O)CO,2.14435,1.37848,1.01515,1.364,65.49,-0.2561,-0.097,0.159,1209.4007,0.131843,-496.120338,-496.110026,-496.109082,-496.156898,35.59
53854,gdb_53855,C#CCCC(=O)C(=N)N,4.34186,0.73953,0.63735,0.5032,76.55,-0.2449,-0.0641,0.1809,1670.7729,0.133601,-418.000287,-417.990297,-417.989352,-418.036162,35.782
106242,gdb_106243,CC1N2C(=O)CC12CO,2.41812,1.46554,1.09388,3.638,72.24,-0.2474,-0.0118,0.2356,1143.3754,0.14647,-439.067227,-439.058423,-439.057479,-439.100718,32.937
130721,gdb_130722,C#CCn1cn[nH]c1=O,3.25625,1.24334,0.95937,2.4845,68.19,-0.2279,0.0107,0.2386,1159.1254,0.101572,-432.866334,-432.858256,-432.857312,-432.900027,29.023
111124,gdb_111125,COC1C2OC1C1CC21,3.59326,1.30736,1.20755,2.4316,74.3,-0.2411,0.0849,0.3261,1103.8079,0.160021,-422.949329,-422.941773,-422.940829,-422.981407,29.971
18475,gdb_18476,CCC1C2CC(O)C12,3.2266,1.57764,1.38146,1.4289,74.76,-0.2483,0.0728,0.3211,1012.6038,0.177186,-348.974206,-348.96593,-348.964986,-349.006818,31.652
49902,gdb_49903,N=CN1CC(C#C)C1=O,3.74332,1.0511,0.90464,4.9911,77.43,-0.2501,-0.028,0.2221,1263.931,0.1115,-416.787419,-416.778743,-416.777799,-416.821406,30.785
15571,gdb_15572,CC1OCC=C1C=O,3.47289,1.79113,1.2671,2.9567,69.64,-0.247,-0.0653,0.1817,941.3952,0.129615,-383.760532,-383.752754,-383.75181,-383.792996,27.825
87706,gdb_87707,CC1CC11CC(O)C1C,2.82966,1.08772,1.00944,1.497,85.75,-0.252,0.0677,0.3197,1337.1983,0.204285,-388.271642,-388.261695,-388.260751,-388.306083,38.035
3630,gdb_3631,O1C2C3C2C2C1C32,4.59499,4.58277,3.44438,1.3042,54.11,-0.2327,0.0888,0.3214,473.638,0.104154,-307.253245,-307.248943,-307.247999,-307.280943,18.428
89190,gdb_89191,CC1CC2(C)C1NC2=O,2.43973,1.52617,1.21665,3.6429,79.36,-0.2381,0.0339,0.272,1123.8996,0.170828,-403.16965,-403.160784,-403.15984,-403.202883,33.872
73521,gdb_73522,OC12CCC=C1C=CC2,2.82203,1.7048,1.35859,1.2461,84.79,-0.2155,-0.0172,0.1983,1006.3397,0.161022,-385.91419,-385.906609,-385.905665,-385.945719,30.922
93746,gdb_93747,CC1CCC(C)=C1C#N,1.87888,1.74383,0.95207,4.4903,88.84,-0.2477,-0.0321,0.2156,1262.0281,0.171071,-366.067584,-366.058245,-366.057301,-366.101622,34.455
112443,gdb_112444,COC1CC(=O)OC1C,2.71367,1.23856,0.93663,4.2501,71.95,-0.2585,0.0136,0.2721,1269.0331,0.15832,-460.204801,-460.195651,-460.194707,-460.239081,33.152
2328,gdb_2329,OC1CC1OC=O,5.47302,1.85617,1.54037,3.5919,51.05,-0.2591,0.0002,0.2593,768.7283,0.099784,-381.580675,-381.573465,-381.572521,-381.612402,24.924
13123,gdb_13124,COCC1OCC1=O,4.55594,1.13556,0.96391,1.0625,62.99,-0.2621,-0.0367,0.2254,1192.1944,0.127945,-420.851956,-420.843555,-420.842611,-420.885805,28.706
28711,gdb_28712,Cc1cnc(o1)NC=N,5.65347,0.94656,0.81492,3.7752,78.57,-0.2039,0.0014,0.2054,1373.0435,0.125119,-434.103867,-434.095331,-434.094386,-434.137801,30.462
50145,gdb_50146,O=CN1CC2(CN2)C1=O,3.91615,1.13592,0.94644,6.7196,70.48,-0.2551,-0.0443,0.2107,1193.4684,0.112346,-453.945871,-453.937762,-453.936817,-453.979125,28.837
51533,gdb_51534,O=CCC1CC(C1)C=O,4.33562,0.72217,0.66855,3.6533,77.89,-0.2517,-0.0332,0.2185,1642.5162,0.156931,-423.032522,-423.023074,-423.02213,-423.068874,32.88
38205,gdb_38206,C1C2CC11C=CCCC21,3.12607,1.63181,1.32384,0.3663,88.66,-0.2341,0.0198,0.2539,1038.3014,0.186392,-349.914346,-349.907477,-349.906533,-349.94518,29.665
102462,gdb_102463,CCC(CC)C(=O)NC,2.43236,0.95759,0.84621,3.2548,86.98,-0.2378,0.0368,0.2745,1562.6233,0.215669,-405.595126,-405.583435,-405.582491,-405.633085,40.896
72479,gdb_72480,CC12CC(CO1)OCC2,2.60093,1.75601,1.47399,0.8586,77.06,-0.2405,0.0812,0.3217,1001.9962,0.184904,-424.246034,-424.238407,-424.237462,-424.277465,31.59
20397,gdb_20398,C1CC2=C(O1)ON=N2,3.63141,1.92692,1.28281,4.8425,62.52,-0.2401,-0.0715,0.1686,861.4272,0.084602,-414.673324,-414.666497,-414.665552,-414.705013,23.594
103463,gdb_103464,CC12OCC1C2(O)CO,2.66838,1.35334,1.1365,1.5916,71.34,-0.238,0.0578,0.2959,1144.542,0.157478,-460.113649,-460.104501,-460.103557,-460.147155,34.682
92611,gdb_92612,CC1CC2OCOC2=N1,4.04691,1.26943,1.05042,2.3337,73.14,-0.2547,0.0171,0.2719,1152.094,0.149588,-439.099376,-439.091855,-439.090911,-439.131384,29.052
95323,gdb_95324,OC1COC2CCC1O2,2.6789,1.76723,1.52418,2.5625,68.67,-0.2434,0.0731,0.3165,948.1185,0.162746,-460.178389,-460.171288,-460.170344,-460.209564,29.26
65750,gdb_65751,CC1(CNC1=O)NC=O,2.94283,1.20439,1.13558,1.3176,69.81,-0.2541,0.0123,0.2664,1134.5894,0.13554,-455.192807,-455.183731,-455.182787,-455.226825,32.622
109698,gdb_109699,CC1C(CO)C11COC1,1.9219,1.43824,1.03259,2.8689,78.83,-0.2372,0.0641,0.3014,1260.2696,0.181398,-424.179731,-424.169992,-424.169047,-424.214626,35.336
80923,gdb_80924,CC1C2CC1(O)C21CC1,2.70601,1.40985,1.27222,1.3856,83.87,-0.2501,0.0734,0.3235,1129.5185,0.181653,-387.023659,-387.014868,-387.013923,-387.056415,34.871
49739,gdb_49740,O=CC1C=C2CC3C1C23,4.07372,1.23888,1.16569,3.001,80.0,-0.2256,-0.0546,0.171,1075.5775,0.135722,-384.5903,-384.583123,-384.582179,-384.622361,28.156
95224,gdb_95225,CC1CCC2CC2C=C1,3.06395,1.29788,1.02899,0.3172,91.13,-0.2319,0.0196,0.2515,1256.2515,0.208025,-351.158667,-351.150239,-351.149295,-351.191113,34.379
107509,gdb_107510,CCC12CC1CC2C#N,1.97506,1.61543,1.08939,4.2395,83.1,-0.2699,0.0296,0.2994,1192.8323,0.171155,-366.00976,-366.000824,-365.99988,-366.043659,33.506
91344,gdb_91345,CC12C(O)CC1CC2O,1.90966,1.6803,1.56439,3.1209,77.71,-0.2394,0.0578,0.2972,1057.4979,0.182053,-424.20114,-424.192145,-424.1912,-424.234303,35.34
65353,gdb_65354,CC1(NC1C1CN1)C#N,4.03163,1.00817,0.91535,2.1701,77.99,-0.2532,0.0101,0.2633,1289.2938,0.148308,-398.091253,-398.082422,-398.081478,-398.12484,32.537
51060,gdb_51061,O=CNC12C3C4C3C1C24,4.23234,1.30193,1.21978,3.3312,72.83,-0.2305,0.0211,0.2516,1030.9058,0.124163,-400.654492,-400.647272,-400.646328,-400.686886,27.91
129079,gdb_129080,N=C1C=NOC(=C1)C#N,3.68793,1.25006,0.93361,3.359,75.1,-0.2683,-0.0911,0.1772,1131.4936,0.078371,-431.644112,-431.637017,-431.636073,-431.676032,25.985
2635,gdb_2636,N=COCCC=O,18.33516,0.87367,0.86085,2.7455,57.84,-0.2634,-0.0367,0.2267,1243.9651,0.111147,-361.712098,-361.703946,-361.703002,-361.746479,25.827
127079,gdb_127080,CN(C)c1cn[nH]c1N,2.59949,1.33239,1.06836,2.6886,78.78,-0.1995,0.0386,0.2382,1200.8575,0.16071,-415.385876,-415.376567,-415.375622,-415.420219,34.312
5738,gdb_5739,Cc1ccc2n1CC2,3.71512,2.13292,1.3906,2.0193,76.98,-0.1869,0.0563,0.2432,895.0999,0.143883,-326.736512,-326.729195,-326.728251,-326.76851,27.069
112525,gdb_112526,COC1CC(C#C)C1O,2.11049,1.36319,1.23335,2.5227,77.51,-0.242,0.0469,0.2889,1165.5603,0.156795,-422.966018,-422.956386,-422.955442,-423.000545,35.484
90591,gdb_90592,CC1C2C(O)CN2C1=O,2.21466,1.79096,1.33122,3.9266,72.01,-0.2361,0.0019,0.238,1023.6908,0.14758,-439.068526,-439.060098,-439.059154,-439.10165,31.584
64393,gdb_64394,CC1(O)CCOC1C#N,2.22449,1.63985,1.21661,3.6184,71.37,-0.2723,0.018,0.2903,1072.7615,0.146695,-439.101971,-439.092936,-439.091992,-439.13573,33.459
42815,gdb_42816,O=C1C2CC1C1(CN1)C2,3.0319,1.4996,1.33402,3.2468,75.8,-0.2339,-0.0068,0.2271,1014.5671,0.149673,-401.922644,-401.915492,-401.914548,-401.954156,28.931
92438,gdb_92439,OC1CC2COC1C2=O,2.64309,1.60328,1.49877,3.2801,67.26,-0.2303,-0.0262,0.2041,955.9994,0.137199,-458.968272,-458.960739,-458.959795,-459.000367,29.054
116243,gdb_116244,CCC1COCC1C#N,1.85026,1.55933,0.91348,3.0145,78.61,-0.273,0.0293,0.3023,1295.5556,0.17207,-403.172366,-403.16326,-403.162316,-403.207345,33.131
61303,gdb_61304,CC(CC#N)CN1CC1,4.46914,0.69279,0.67204,4.4998,84.39,-0.2452,0.0354,0.2806,1714.3228,0.181676,-383.259657,-383.24975,-383.248806,-383.295309,35.679
61555,gdb_61556,CC(CC1CO1)C(N)=O,3.11014,0.84607,0.79331,1.8922,75.97,-0.2432,0.033,0.2762,1517.1312,0.169132,-440.30094,-440.290546,-440.289601,-440.338264,36.372
116308,gdb_116309,OCC1CCCC1CO,2.15871,1.17163,0.82837,2.331,81.46,-0.2621,0.076,0.3381,1436.1867,0.206426,-425.427782,-425.417778,-425.416834,-425.463296,36.984
80414,gdb_80415,CN1C2CC(O)(C2)C1=O,2.60748,1.76965,1.27216,3.5303,72.65,-0.2394,0.0233,0.2627,1018.1034,0.148371,-439.097746,-439.089585,-439.088641,-439.130605,31.173
6569,gdb_6570,OC1C2(O)CC1(O)C2,3.05804,2.02842,1.53846,3.9015,60.58,-0.2472,0.062,0.3093,846.0621,0.128802,-420.816105,-420.808199,-420.807255,-420.847728,30.541
19560,gdb_19561,C1NC11C2NC1C=C2,4.09225,2.1247,1.92425,1.457,68.53,-0.2179,0.0006,0.2184,752.9655,0.133124,-342.693726,-342.687714,-342.68677,-342.723463,24.966
94396,gdb_94397,CC1CCC11CNC1=O,2.44178,1.34602,1.2438,3.4556,79.83,-0.2402,0.0329,0.2731,1148.0729,0.171279,-403.165624,-403.156704,-403.15576,-403.199493,33.287
120121,gdb_120122,COCC1C2CC(=O)N12,3.36475,0.98043,0.90589,3.3276,73.09,-0.2471,-0.0117,0.2354,1347.0379,0.146474,-439.046566,-439.037797,-439.036853,-439.081044,31.53
12209,gdb_12210,OC1CC(C#N)C1O,2.71668,1.94719,1.76038,3.9708,60.86,-0.2728,0.0154,0.2883,825.7288,0.118826,-399.795362,-399.787712,-399.786768,-399.827218,28.472
61694,gdb_61695,CC(C#C)(C#C)OC=O,2.16398,1.25985,1.02772,4.152,75.0,-0.2733,-0.01,0.2634,1210.7269,0.106973,-420.564288,-420.554476,-420.553532,-420.59893,35.054
79094,gdb_79095,CC1C2C3C1C(=O)CN23,2.78705,1.70063,1.26925,2.578,74.87,-0.2334,-0.016,0.2175,1017.8661,0.148887,-401.930987,-401.923718,-401.922774,-401.962543,29.04
14780,gdb_14781,COCCOCC=O,14.46446,0.56969,0.55577,2.8094,67.01,-0.2584,-0.029,0.2294,1921.2668,0.149635,-422.054878,-422.044812,-422.043868,-422.091714,32.195
6266,gdb_6267,CN(C)CC(=O)C#N,3.01327,1.41366,1.20009,4.199,67.02,-0.2407,-0.0864,0.1543,1057.694,0.128079,-379.920959,-379.911866,-379.910922,-379.955482,30.971
88968,gdb_88969,CN1CC1CC1(C)CC1,3.18961,0.9765,0.85651,1.1476,90.06,-0.2204,0.0825,0.3029,1473.8434,0.216367,-368.370031,-368.36009,-368.359146,-368.404844,38.102
55130,gdb_55131,[NH3+]C12CC1CC2C([O-])=O,2.51186,1.53842,1.15957,5.8232,71.75,-0.2331,0.0235,0.2566,1084.6614,0.148529,-439.087739,-439.079482,-439.078538,-439.120704,31.907
2172,gdb_2173,CC1CCCC1C,3.29579,2.61041,1.71473,0.1274,73.43,-0.2965,0.0785,0.375,830.2232,0.196419,-275.010289,-275.002547,-275.001603,-275.042396,29.683
121014,gdb_121015,OCCC1CC=CC1=O,3.31029,0.98387,0.79879,3.6555,77.91,-0.2381,-0.0481,0.19,1416.3514,0.159362,-423.058542,-423.049532,-423.048588,-423.093144,32.823
8205,gdb_8206,CC12CC1(C)OCO2,2.62625,2.54023,1.68995,1.1552,67.32,-0.2227,0.0858,0.3085,846.5986,0.152794,-384.929433,-384.921599,-384.920654,-384.960952,30.073
71526,gdb_71527,CC12NC3C1NC23C#N,2.57473,1.56876,1.44458,3.0252,74.5,-0.2487,-0.0054,0.2433,981.7165,0.124944,-396.831263,-396.823698,-396.822753,-396.863204,29.143
20248,gdb_20249,C1C2C3C2C2C1OC32,3.60686,3.04185,2.42772,1.8568,65.44,-0.234,0.0752,0.3092,646.4239,0.134063,-346.558466,-346.553449,-346.552504,-346.58719,22.075
32874,gdb_32875,Cc1c[nH]c(n1)COC,6.19381,0.79756,0.71761,2.8922,80.25,-0.2056,0.0416,0.2472,1602.5377,0.159261,-419.244779,-419.235232,-419.234288,-419.280422,33.421
82220,gdb_82221,CC1C2CC(O2)C2CN12,2.44894,2.02036,1.48558,2.2623,76.95,-0.2181,0.0777,0.2958,964.0049,0.173323,-403.10177,-403.094537,-403.093593,-403.13292,30.117
86442,gdb_86443,CC1CC(C)CC(=O)C1,1.74966,1.57385,0.88712,3.0013,86.42,-0.2326,-0.0078,0.2248,1378.8632,0.206086,-388.345515,-388.336118,-388.335174,-388.379414,36.271
98522,gdb_98523,CCC(=O)C12CC(C1)C2,3.61518,1.04781,0.94498,2.6151,83.76,-0.2358,-0.0139,0.2219,1345.0701,0.18206,-387.065551,-387.056515,-387.055571,-387.101177,33.487
103550,gdb_103551,CC1(CO)NC(=O)C1O,2.63772,1.2281,1.02536,1.3955,68.47,-0.2548,0.0082,0.263,1199.851,0.145344,-476.233567,-476.223706,-476.222762,-476.268321,35.63
103841,gdb_103842,CC1(CO)CC1N1CC1,3.75809,0.87694,0.85107,2.2213,84.52,-0.2317,0.076,0.3077,1472.7593,0.19241,-404.296032,-404.286034,-404.28509,-404.331069,37.106
2198,gdb_2199,CC1NC(C)C1=O,3.82638,2.35032,1.71598,2.5618,61.64,-0.241,-0.0222,0.2188,778.6803,0.135525,-325.779568,-325.771919,-325.770975,-325.811299,27.383
40714,gdb_40715,C1CC1N1CC2(CO2)C1,5.58489,0.85535,0.81212,2.2395,81.45,-0.2177,0.0801,0.2977,1456.1224,0.170264,-403.078458,-403.070024,-403.06908,-403.112026,32.182
86163,gdb_86164,CC1CC(C)C(=C1)C#C,2.68692,1.18107,0.88134,0.7221,95.37,-0.2235,-0.0154,0.2081,1376.6058,0.181423,-349.953079,-349.943563,-349.942619,-349.987113,36.4
26254,gdb_26255,CN(C)c1[nH]c(cn1)O,3.95062,1.08558,0.87224,2.3245,76.28,-0.1685,0.0625,0.231,1313.0207,0.147599,-435.287811,-435.278267,-435.277323,-435.32403,34.162
105613,gdb_105614,CC1CCC1(CO)C#C,1.98956,1.33801,1.1943,1.505,84.74,-0.2548,0.0417,0.2965,1222.6318,0.180822,-387.046925,-387.037088,-387.036143,-387.081123,37.467
91684,gdb_91685,OC1CN2CC1C2C#N,3.3308,1.30306,1.15035,5.5769,72.36,-0.246,0.0174,0.2634,1080.8374,0.138086,-417.9744,-417.966919,-417.965975,-418.006242,29.291
116389,gdb_116390,CCC1NCCOC1=N,2.47511,1.37048,0.92774,3.0464,80.92,-0.2332,0.0236,0.2568,1297.8926,0.184501,-420.417261,-420.408293,-420.407349,-420.451342,33.815
86074,gdb_86075,CC1CC(C)=C2CCC12,1.98489,1.78076,1.12184,0.1576,93.39,-0.2112,0.0309,0.2422,1208.4817,0.206508,-351.15408,-351.145142,-351.144198,-351.187298,35.141
54551,gdb_54552,CC(=O)C12CC3C1OC23,2.9933,1.60169,1.19982,1.8234,72.68,-0.2338,-0.0239,0.2099,1029.6916,0.134248,-421.748603,-421.740718,-421.739774,-421.781533,29.717
91687,gdb_91688,CC1CC2CN1C2C=O,3.34576,1.2468,1.1257,2.5576,78.87,-0.2391,-0.0278,0.2113,1158.9856,0.171726,-403.121684,-403.113546,-403.112602,-403.154574,31.441
110772,gdb_110773,CCC1C2CC(=O)NC12,2.6604,1.26532,1.10824,3.6332,78.64,-0.2346,0.0308,0.2655,1204.5446,0.172378,-403.187327,-403.178797,-403.177853,-403.220933,32.644
41912,gdb_41913,C1CC2CN3C1C3CO2,2.22369,2.14607,1.80471,1.3478,76.51,-0.2122,0.0712,0.2833,908.6034,0.175503,-403.133477,-403.126431,-403.125487,-403.165288,28.373
86463,gdb_86464,CC1CC(C)OC(C)O1,1.85226,1.61954,0.92493,1.5293,83.16,-0.2535,0.0925,0.3461,1350.6053,0.204922,-425.458198,-425.448582,-425.447638,-425.491998,37.026
4448,gdb_4449,c1(c([nH]c(=O)o1)O)N,3.70026,1.88786,1.25858,4.5218,52.89,-0.2005,0.045,0.2456,870.0679,0.08472,-451.841066,-451.833928,-451.832984,-451.872205,26.547
109408,gdb_109409,CCC1C(=O)C2OC12C,2.3202,1.43477,1.05045,3.1288,76.1,-0.237,-0.0267,0.2103,1212.1364,0.156645,-423.014036,-423.004753,-423.003809,-423.048243,34.008
10875,gdb_10876,CC12CC(C1O)C2O,2.71157,1.99524,1.71436,1.9379,68.23,-0.2485,0.0777,0.3262,872.6908,0.153015,-384.889004,-384.880941,-384.879997,-384.920715,31.185
58788,gdb_58789,CC(C)C12CC1C(=O)C2,3.34671,1.07209,0.96867,3.613,83.65,-0.2368,-0.004,0.2328,1310.3306,0.181234,-387.093515,-387.084329,-387.083385,-387.127518,35.201
17417,gdb_17418,CC12CC3C(C13)C2=O,2.99077,2.62982,1.81032,3.3394,68.09,-0.2319,0.0114,0.2432,772.2076,0.130557,-346.581078,-346.574276,-346.573332,-346.611757,26.568
91996,gdb_91997,OC1CN2CC2C1C#C,2.78172,1.52824,1.24732,1.9053,76.79,-0.2313,0.0362,0.2675,1044.9105,0.148193,-401.891069,-401.883051,-401.882106,-401.923286,31.806
100656,gdb_100657,COC(C)C(C)(O)C#N,2.09346,1.20248,1.18015,4.0136,75.69,-0.2687,0.0195,0.2882,1245.2676,0.166828,-440.289213,-440.278218,-440.277274,-440.32518,39.098
60618,gdb_60619,CC1CC1C(O)C(N)=O,2.90156,1.09858,0.86748,3.9394,75.81,-0.253,0.0203,0.2733,1357.9113,0.169754,-440.310011,-440.300064,-440.29912,-440.345229,36.779
53148,gdb_53149,CC#CC1C2CC1(O)C2,3.413,0.96404,0.87012,1.241,86.14,-0.2357,0.054,0.2897,1418.8876,0.15811,-385.819089,-385.809929,-385.808985,-385.854125,33.829
15893,gdb_15894,CNC1C(C)OC1=O,2.68263,1.99603,1.27309,4.4454,64.77,-0.2362,0.0088,0.245,975.4842,0.141701,-401.014822,-401.006443,-401.005499,-401.047863,29.818
52588,gdb_52589,CC#CC(C#N)C1CC1,2.06748,1.06205,0.73122,4.2387,85.22,-0.2643,0.0232,0.2875,1558.4816,0.145893,-364.786387,-364.776361,-364.775417,-364.824154,34.479
27248,gdb_27249,Cc1c2c(co1)COC2,3.25559,1.47548,1.0364,1.073,75.75,-0.2149,0.0132,0.2281,1120.95,0.137245,-421.851104,-421.843252,-421.842308,-421.883979,28.857
33699,gdb_33700,C#CC12C=CC3C1OC23,3.16196,1.79457,1.30424,1.8768,75.63,-0.2379,-0.016,0.2219,939.1827,0.111501,-383.37143,-383.364579,-383.363635,-383.402371,28.161
18035,gdb_18036,C1CC2C=CCCC12,3.64322,2.00072,1.46688,0.2227,79.8,-0.2323,0.0292,0.2615,910.5995,0.180627,-311.87845,-311.871658,-311.870713,-311.909124,27.831
128980,gdb_128981,c1cnc-2n[nH]cnc12,3.99002,1.8017,1.24122,3.6738,76.2,-0.2269,-0.0754,0.1515,903.3778,0.094338,-411.818434,-411.812717,-411.811773,-411.84841,23.01
12885,gdb_12886,CC1C2COCC12O,2.5921,2.26418,1.73673,1.507,67.11,-0.2467,0.0741,0.3208,850.6599,0.154063,-384.92671,-384.918963,-384.918018,-384.958207,29.742
74598,gdb_74599,CC1=CC2C3C4C3C1C24,3.7739,1.62498,1.4384,0.3065,82.73,-0.2211,0.0232,0.2443,969.014,0.161576,-348.713021,-348.706358,-348.705414,-348.743695,28.298
26338,gdb_26339,Cc1cc(co1)N(C)C,4.01841,1.01642,0.8341,1.1752,84.52,-0.1807,0.0329,0.2136,1420.5478,0.170104,-403.170237,-403.160661,-403.159717,-403.204804,34.968
45511,gdb_45512,O=C1CC2OCC=C2N1,4.4275,1.27495,1.03174,2.7388,73.22,-0.2252,0.0008,0.226,1100.0288,0.126705,-437.928175,-437.921194,-437.92025,-437.959646,27.447
113210,gdb_113211,CC1(OC1CO)C1CC1,2.88854,1.00822,0.89504,2.2278,78.63,-0.2557,0.0798,0.3355,1400.4363,0.180642,-424.189645,-424.179769,-424.178824,-424.225273,36.334
131358,gdb_131359,C#Cc1c([nH]nc1O)O,2.11801,1.86566,0.99192,1.7457,69.47,-0.2151,0.0177,0.2329,1085.1239,0.089015,-452.737297,-452.729108,-452.728164,-452.769777,30.808
115415,gdb_115416,CCC1COC(C1)C#C,3.21217,0.93956,0.88929,1.8748,84.0,-0.2503,0.0418,0.2922,1434.4261,0.181798,-387.065346,-387.055748,-387.054804,-387.100664,35.353
62294,gdb_62295,CC1(C#C)C2C3CC2C13,3.33254,1.46171,1.17092,0.6248,86.02,-0.2507,0.0503,0.301,1090.6235,0.158261,-348.646802,-348.638852,-348.637908,-348.678763,32.122
100034,gdb_100035,CCC(C)(C)C1CC1C,2.75851,0.98997,0.91794,0.0642,96.11,-0.2594,0.0745,0.3338,1505.6751,0.250279,-353.551982,-353.540674,-353.53973,-353.588351,43.03
30244,gdb_30245,NC1=CN2CC(O)C2=N1,4.63128,1.12991,0.9486,3.0197,74.43,-0.1884,0.0184,0.2068,1197.3461,0.126279,-434.05811,-434.050168,-434.049223,-434.090574,30.098
81741,gdb_81742,CC1C2CC2(C#C)C1C,2.97675,1.23008,1.04337,0.8919,90.62,-0.2283,0.0428,0.2711,1246.3593,0.180821,-349.904037,-349.89459,-349.893646,-349.937637,36.622
36992,gdb_36993,C1=C2C3C4C1C1C2C3N41,3.07342,2.70761,2.46857,1.048,76.08,-0.186,-0.0825,0.1035,689.0248,0.126135,-363.40841,-363.403115,-363.402171,-363.437618,23.509
45116,gdb_45117,N=C1OC2CC2NC1=O,2.95607,1.68837,1.15238,5.4795,67.68,-0.2563,-0.0409,0.2154,1008.4915,0.114589,-453.962344,-453.95502,-453.954076,-453.995,27.797
113454,gdb_113455,CCC1CC11CN2CC12,3.92546,0.9484,0.91729,1.7264,86.75,-0.2226,0.0826,0.3052,1408.0227,0.194308,-367.15314,-367.144302,-367.143358,-367.186823,34.196
83958,gdb_83959,OC1C2OCOC1C2O,2.37591,1.74613,1.47585,2.6706,62.64,-0.2407,0.0513,0.2921,952.2396,0.136431,-496.055959,-496.048071,-496.047127,-496.088085,30.48
18767,gdb_18768,O1CC23COC2CC13,4.03931,2.21479,1.72353,1.0889,63.98,-0.2456,0.0622,0.3077,767.0006,0.131672,-383.669018,-383.662814,-383.66187,-383.699231,24.394
